"group","group_url","location","online","upcoming","free","link","name","description","find_us","local_date","local_time","utc_offset","duration","desc_clean","all_links","zoom_links","meet_links","youtube_links","facebook_links","datetime","your_local_time"
"Data Science Festival - London","https://www.meetup.com/Data-Science-Festival-London/","London, United Kingdom","FALSE","upcoming","FALSE","https://www.meetup.com/Data-Science-Festival-London/events/269058632/","DSF Day 1 - Data Science at Digitas ","&lt;p&gt;DSF Day 1 - Data Science at Digitas.&lt;/p&gt; &lt;p&gt;Join us for an evening of tech talks, in partnership with Digitas on November 2nd.&lt;/p&gt; &lt;p&gt;Due to the popularity of Data Science Festival events, we are now allocating event tickets via a random ballot. Registering here enters you into the ticket ballot for the Data Science Festival Event at Digitas on November 2nd 2020, the ballot will be drawn on October 26th. Those randomly selected will then be e-mailed a Universe ticket for the event, with the joining details.&lt;/p&gt; &lt;p&gt;If you get an allocated Universe ticket, please bring a copy of your paper ticket or your ticket on your phone to the event to check in with your QR code. Tickets are non-transferable.&lt;/p&gt; &lt;p&gt;PLEASE NOTE REGISTERING ON MEETUP DOES NOT GUARANTEE YOU ENTRY TO THIS EVENT.&lt;/p&gt; &lt;p&gt;Please click here to apply for a ticket: &lt;a href=""https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/"" class=""linkified""&gt;https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/&lt;/a&gt;&lt;/p&gt; &lt;p&gt;Schedule:&lt;/p&gt; &lt;p&gt;6.00pm: Doors open&lt;br/&gt;6.30pm: Rupert Coghlan and Leila Seith Hassan&lt;br/&gt;7.15pm: Break&lt;br/&gt;7:45pm: TBC&lt;br/&gt;8:30pm: Networking&lt;br/&gt;9:00pm: Leave building&lt;/p&gt; &lt;p&gt;Rupert Coghlan - Data Science Partner at Digitas&lt;/p&gt; &lt;p&gt;Leila Seith Hassan - Head of Data Science &amp;amp; Analytics&lt;/p&gt; &lt;p&gt;Talk Title: Building an emotion detection engine (EmotionXD) and how it’s shaping what brands do.&lt;/p&gt; &lt;p&gt;Summary: EmotionXD – a product we developed at Digitas, is able to ingest large volumes of text, process it for topics and determine the emotion balance across eight different emotions. The talk will give an overview of how we built it, where it has been used and what clients are doing with the information and insights it generates.&lt;/p&gt; &lt;p&gt;Link to speaker bios: &lt;a href=""https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/"" class=""linkified""&gt;https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/&lt;/a&gt;&lt;/p&gt; ",NA,"2020-11-02","18:00","0","10800000","<p>DSF Day 1 - Data Science at Digitas.</p> <p>Join us for an evening of tech talks, in partnership with Digitas on November 2nd.</p> <p>Due to the popularity of Data Science Festival events, we are now allocating event tickets via a random ballot. Registering here enters you into the ticket ballot for the Data Science Festival Event at Digitas on November 2nd 2020, the ballot will be drawn on October 26th. Those randomly selected will then be e-mailed a Universe ticket for the event, with the joining details.</p> <p>If you get an allocated Universe ticket, please bring a copy of your paper ticket or your ticket on your phone to the event to check in with your QR code. Tickets are non-transferable.</p> <p>PLEASE NOTE REGISTERING ON MEETUP DOES NOT GUARANTEE YOU ENTRY TO THIS EVENT.</p> <p>Please click here to apply for a ticket: <a href=""https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/"" class=""linkified"">https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/</a></p> <p>Schedule:</p> <p>6.00pm: Doors open<br/>6.30pm: Rupert Coghlan and Leila Seith Hassan<br/>7.15pm: Break<br/>7:45pm: TBC<br/>8:30pm: Networking<br/>9:00pm: Leave building</p> <p>Rupert Coghlan - Data Science Partner at Digitas</p> <p>Leila Seith Hassan - Head of Data Science &amp; Analytics</p> <p>Talk Title: Building an emotion detection engine (EmotionXD) and how it’s shaping what brands do.</p> <p>Summary: EmotionXD – a product we developed at Digitas, is able to ingest large volumes of text, process it for topics and determine the emotion balance across eight different emotions. The talk will give an overview of how we built it, where it has been used and what clients are doing with the information and insights it generates.</p> <p>Link to speaker bios: <a href=""https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/"" class=""linkified"">https://2020.london.datasciencefestival.com/event/dsf-day-1-data-science-at-digitas/</a></p> ",
